ActionID,SensorName,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85
Action  1,ALX,0.9277344,0.9306641,0.9345703,0.9228516,0.9125977,0.9321289,0.9370117,0.9985352,1.212402,1.32666,1.009277,0.4985352,0.1762695,0.05664063,0.02587891,-0.1176758,-0.472168,-0.6450195,-0.5854492,-0.5224609,-0.3261719,-0.1098633,0.206543,0.5048828,0.4243164,0.06835938,-0.1772461,-0.4282227,-0.4082031,-0.4487305,-0.4873047,-0.324707,-0.1601563,-0.3535156,-0.1420898,-0.6889648,-0.6176758,-0.4150391,-0.1625977,-0.05810547,0.3320313,0.1616211,-0.05908203,-0.1811523,-0.1533203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,ALY,0.2919922,0.2988281,0.2890625,0.2797852,0.2949219,0.2958984,0.2875977,0.293457,0.4858398,0.6772461,0.7685547,0.8066406,0.546875,0.6254883,0.6020508,0.6230469,0.7080078,0.7875977,0.9077148,0.9882813,1.041504,0.8896484,1.041504,1.103516,1.173828,1.165527,1.082031,0.9794922,0.8642578,0.7910156,0.7773438,0.8989258,0.9467773,1.037109,0.9521484,0.7944336,0.8466797,0.9306641,1.039551,1.01416,1.040527,1.046875,0.9667969,0.8647461,0.8066406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,ALZ,0.1166992,0.1210938,0.1235352,0.1103516,0.1020508,0.1171875,0.1098633,0.01953125,-0.04980469,0.1572266,0.3178711,0.4550781,0.4047852,0.3110352,0.2885742,0.1875,0.07958984,0.2260742,0.3022461,0.4257813,0.402832,0.6010742,0.3793945,0.1044922,0.1542969,0.4033203,0.5454102,0.5913086,0.4458008,0.1665039,0.05908203,0.05322266,0.03320313,-0.1420898,0.1069336,0.2768555,0.331543,0.4052734,0.4272461,0.3476563,0.2133789,0.1616211,0.1591797,0.1977539,0.2167969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,ARX,0.9711914,0.972168,0.972168,0.9633789,0.9775391,0.9682617,0.9702148,0.9931641,0.9838867,0.9746094,0.9799805,0.9672852,0.9545898,0.9609375,0.9550781,0.9379883,0.9331055,0.9082031,0.9291992,0.9677734,0.953125,0.9790039,0.9545898,0.9677734,0.9716797,0.9658203,0.9555664,0.9228516,0.9145508,0.9375,0.9311523,0.9462891,0.9648438,0.9467773,0.9433594,0.9140625,0.9594727,0.9570313,0.9526367,0.940918,0.96875,0.949707,0.9438477,0.9179688,0.9223633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,ARY,-0.2192383,-0.2114258,-0.2094727,-0.2075195,-0.2006836,-0.2094727,-0.2050781,-0.2084961,-0.2099609,-0.2182617,-0.2387695,-0.2270508,-0.2304688,-0.2250977,-0.2143555,-0.2558594,-0.2675781,-0.2905273,-0.3046875,-0.2836914,-0.262207,-0.2709961,-0.2763672,-0.2612305,-0.2773438,-0.284668,-0.2939453,-0.2915039,-0.3144531,-0.3100586,-0.2939453,-0.2734375,-0.2578125,-0.2641602,-0.2651367,-0.2939453,-0.2993164,-0.2827148,-0.2749023,-0.2851563,-0.277832,-0.2919922,-0.2924805,-0.2954102,-0.2617188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,ARZ,0.08251953,0.08398438,0.07714844,0.08935547,0.07519531,0.08203125,0.08349609,0.07910156,0.04589844,0.07128906,0.08447266,0.1020508,0.1040039,0.09326172,0.07421875,0.08837891,0.1054688,0.137207,0.1635742,0.1459961,0.1030273,0.1210938,0.1064453,0.06103516,0.05761719,0.09570313,0.1611328,0.1757813,0.1992188,0.1630859,0.1342773,0.1064453,0.06542969,0.04785156,0.1000977,0.1362305,0.1665039,0.1152344,0.1030273,0.1005859,0.09667969,0.1181641,0.1220703,0.1542969,0.1552734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG0L,-6,-5,-11,6,4,-1,-4,-5,6,3,-6,-17,0,-12,27,-15,5,7,4,-3,-9,0,-3,2,-4,2,3,7,15,-7,4,1,-1,-6,-13,-5,-11,-7,5,-27,-9,-11,-9,4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG1L,1,1,3,2,-3,-3,-3,-2,8,9,0,4,6,7,-19,13,4,18,-4,-6,-4,-10,-11,-2,1,4,13,7,26,-21,0,-1,2,0,-13,-7,-15,-2,1,-4,1,-1,-7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG2L,0,0,0,1,2,0,-1,-8,13,16,39,-14,-22,-11,-13,-11,-2,8,4,0,2,-12,6,-4,-12,-15,-5,-8,21,-26,-21,9,0,-2,-12,7,-19,9,4,-3,-2,-2,1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG3L,-3,-3,-2,2,-1,-2,0,-7,-16,-25,-3,23,-56,-89,-58,107,-87,-3,20,2,-18,-8,-6,6,55,19,-49,-3,81,-115,-57,38,-4,-14,-33,-9,-38,51,0,-27,-21,-11,-7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG4L,1,0,1,-2,-1,-2,1,-9,-24,-51,41,-28,-94,-54,-66,56,-5,1,18,7,-1,-15,18,17,57,-22,-33,-29,17,-76,-32,5,8,4,-10,16,7,16,22,-3,0,-6,-4,2,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG5L,2,1,-3,0,13,0,4,10,90,-4,-46,10,-23,-4,-41,7,-53,-1,-4,-14,-2,8,19,10,13,-5,-23,3,18,6,-24,5,4,32,38,15,20,15,4,3,6,-3,2,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG6L,0,-1,1,-1,3,1,1,-7,10,-3,2,-5,-2,-1,-9,6,-21,-8,-6,-8,0,6,-4,4,-5,-6,-12,11,-12,-15,0,7,6,3,8,-10,-14,-17,11,1,1,-12,-19,-3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG7L,3,-2,-3,8,-2,-3,-1,-14,10,0,-2,-13,-18,-52,9,-63,4,-1,6,6,-7,1,-3,-4,-10,1,1,8,21,5,7,4,-4,1,19,-24,7,3,8,-20,3,-13,-8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG0R,-2,-2,-3,-2,-6,0,-2,-5,-2,0,-2,-6,2,0,-4,0,0,-2,-2,0,-1,0,5,1,4,-1,-2,-3,-3,-2,14,2,-2,-2,-1,-3,0,-6,-9,0,-3,0,4,-12,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG1R,-1,-1,-2,-2,-2,0,0,-1,1,-2,-1,-3,1,0,-2,-2,0,-1,-3,1,-1,-1,0,1,2,-1,-2,-1,1,1,4,-2,-1,-3,4,-1,0,-3,-1,-3,-1,-1,-1,-4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG2R,-3,2,-1,-3,0,-3,1,0,1,1,-2,1,-3,-2,1,0,-2,-5,0,-2,-2,-1,-1,-2,-1,-1,-1,-2,-2,-1,-1,1,-2,-1,0,-1,-1,-2,2,-6,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG3R,0,0,-1,-1,-2,-1,-2,2,-1,-1,-1,-1,0,-1,-1,1,-1,-2,-2,-1,-2,0,1,-2,2,-1,-1,-1,-1,-2,0,2,-2,0,1,0,-3,-2,1,-2,-1,0,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG4R,-2,-1,-1,-2,-1,-2,-1,1,-1,-1,0,-1,-1,0,-1,3,-3,-2,-3,0,-1,-1,4,0,0,0,-1,2,1,-6,-1,3,-3,0,-1,-4,-1,-2,-3,0,-2,-1,-3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG5R,-3,-1,-1,-1,0,0,-1,0,-4,-1,-2,-3,-3,-2,-3,3,-4,0,-6,-2,-2,2,3,-2,-1,-1,-3,0,0,-1,0,1,0,-1,-1,-5,-5,-4,0,-4,-4,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG6R,3,1,-4,0,-2,0,-1,-3,-1,-6,0,-7,6,-1,-9,2,1,-1,-4,-4,1,0,9,1,0,0,-5,5,-5,0,0,5,-2,-2,0,-6,-6,-11,1,-3,-4,-1,-4,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,EMG7R,-4,-3,-7,-1,-6,1,-2,3,0,0,-4,-11,1,-3,-1,-1,0,-3,-7,0,-6,-4,7,0,22,4,2,-4,-1,-7,30,0,-5,-4,1,-11,4,-2,1,-5,-3,3,-10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,GLX,-0.1875,3.3125,-1.8125,5.0625,1.75,-2.1875,-0.875,0.5625,-31.375,-35.75,5.125,49.1875,95.6875,101.4375,93.1875,44.5,-16.4375,-56.6875,-64.75,-45,-5.75,-9.6875,-14.6875,5.75,-9.5,21.0625,26.0625,49.5,73.6875,61.1875,31.0625,2.25,-13.625,-0.1875,-30.6875,-71.5,-73.9375,-46.125,-23.5625,-28.9375,-5.375,-15.0625,-9.375,-5.9375,-18.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,GLY,-0.1875,3.3125,-1.8125,5.0625,1.75,-2.1875,-0.875,0.5625,-31.375,-35.75,5.125,49.1875,95.6875,101.4375,93.1875,44.5,-16.4375,-56.6875,-64.75,-45,-5.75,-9.6875,-14.6875,5.75,-9.5,21.0625,26.0625,49.5,73.6875,61.1875,31.0625,2.25,-13.625,-0.1875,-30.6875,-71.5,-73.9375,-46.125,-23.5625,-28.9375,-5.375,-15.0625,-9.375,-5.9375,-18.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,GLZ,-0.1875,3.3125,-1.8125,5.0625,1.75,-2.1875,-0.875,0.5625,-31.375,-35.75,5.125,49.1875,95.6875,101.4375,93.1875,44.5,-16.4375,-56.6875,-64.75,-45,-5.75,-9.6875,-14.6875,5.75,-9.5,21.0625,26.0625,49.5,73.6875,61.1875,31.0625,2.25,-13.625,-0.1875,-30.6875,-71.5,-73.9375,-46.125,-23.5625,-28.9375,-5.375,-15.0625,-9.375,-5.9375,-18.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,GRX,0.75,0.875,-0.625,-1.125,0.875,-0.25,-0.375,-0.6875,-2.875,-16.5625,-20.4375,-13.0625,-2.4375,9.3125,18.75,12.5,6.25,-20.5,-24.3125,-18,-15.625,-12.5,-2.0625,13.8125,16.375,17.4375,20,21.125,20.3125,13.3125,1.3125,-16.5,4.9375,3.1875,-12.0625,-28.375,-22.375,-16,-9.25,-9.125,-0.0625,0.9375,0.25,-5.5,1.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,GRY,0.75,0.875,-0.625,-1.125,0.875,-0.25,-0.375,-0.6875,-2.875,-16.5625,-20.4375,-13.0625,-2.4375,9.3125,18.75,12.5,6.25,-20.5,-24.3125,-18,-15.625,-12.5,-2.0625,13.8125,16.375,17.4375,20,21.125,20.3125,13.3125,1.3125,-16.5,4.9375,3.1875,-12.0625,-28.375,-22.375,-16,-9.25,-9.125,-0.0625,0.9375,0.25,-5.5,1.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,GRZ,0.75,0.875,-0.625,-1.125,0.875,-0.25,-0.375,-0.6875,-2.875,-16.5625,-20.4375,-13.0625,-2.4375,9.3125,18.75,12.5,6.25,-20.5,-24.3125,-18,-15.625,-12.5,-2.0625,13.8125,16.375,17.4375,20,21.125,20.3125,13.3125,1.3125,-16.5,4.9375,3.1875,-12.0625,-28.375,-22.375,-16,-9.25,-9.125,-0.0625,0.9375,0.25,-5.5,1.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,ORL,6.900049,6.900865,6.898091,6.893163,6.895872,6.895898,6.898962,6.907305,6.938564,6.871903,6.81998,6.834991,6.935,7.106985,7.204964,7.295831,7.301695,7.22425,7.183212,7.135512,7.179231,7.235347,7.286137,7.274369,7.2668,7.242847,7.239974,7.273825,7.37651,7.480758,7.508161,7.513077,7.497103,7.492613,7.455287,7.379409,7.33213,7.313283,7.321046,7.337669,7.348894,7.335693,7.302018,7.275734,7.242494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,OPL,3.016637,3.015316,3.017453,3.018326,3.018589,3.021036,3.022131,3.024516,3.115098,3.331844,3.649844,4.154297,4.524726,4.809957,4.944546,5.060444,5.173291,5.300194,5.358413,5.473706,5.535389,5.528881,5.454054,5.28789,5.219145,5.15944,5.147046,5.122898,5.147795,5.26357,5.351502,5.36923,5.350856,5.344843,5.364089,5.369757,5.398216,5.430857,5.412282,5.391664,5.26752,5.23069,5.203675,5.2056,5.172957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,OYL,1.360748,1.364701,1.368298,1.372939,1.374842,1.372265,1.366289,1.360238,1.296622,1.311084,1.364733,1.450217,1.498739,1.503919,1.513209,1.545194,1.58752,1.762768,1.916462,2.32296,2.754301,3.005121,3.199798,3.296564,3.262736,3.04035,2.756763,2.412603,1.941963,1.59136,1.461565,1.41505,1.414316,1.418488,1.477885,1.666395,1.95593,2.414002,2.730992,2.975806,3.220469,3.259675,3.263819,3.230543,3.169565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,ORR,3.010958,3.01344,3.011286,3.00999,3.00772,3.006061,3.007722,3.009384,3.012677,3.001482,2.980693,2.963328,2.949641,2.941317,2.954358,2.982697,3.034691,3.092385,3.108521,3.116061,3.116589,3.13479,3.166623,3.209202,3.223562,3.22059,3.190074,3.14199,3.077265,3.000437,2.96009,2.920898,2.900325,2.913802,2.956843,3.005992,3.038509,3.056312,3.090699,3.121295,3.157671,3.198731,3.218776,3.221394,3.209509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,OPR,2.860337,2.861827,2.86114,2.861511,2.861977,2.861781,2.861709,2.861638,2.862526,2.861937,2.865007,2.877475,2.896633,2.921487,2.952559,2.967354,2.975855,2.977883,2.977927,2.985114,2.990873,3.002589,3.0169,3.034972,3.041559,3.039972,3.032024,3.022944,3.01073,2.98883,2.966284,2.950439,2.955876,2.968232,2.978578,2.987693,2.995939,3.004731,3.020286,3.030769,3.040025,3.047736,3.047936,3.037535,3.015165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  1,OYR,6.696336,6.69637,6.698498,6.698968,6.703169,6.702878,6.701221,6.699564,6.694608,6.685494,6.671671,6.654321,6.65851,6.677341,6.704723,6.699162,6.6642,6.57493,6.516292,6.467622,6.437039,6.393168,6.34958,6.323311,6.334729,6.365405,6.443278,6.535084,6.639023,6.767481,6.821031,6.842164,6.856414,6.847232,6.794337,6.687584,6.612464,6.561586,6.501509,6.451831,6.406691,6.365695,6.344946,6.336681,6.347957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,ALX,0.9248047,0.9174805,0.9208984,0.9101563,0.9106445,0.9208984,0.9052734,0.9135742,0.9199219,0.9125977,0.9262695,0.9101563,0.9213867,0.9165039,0.9228516,0.9047852,0.9121094,0.8969727,0.9121094,0.9121094,0.9091797,0.9106445,0.9130859,0.9106445,0.9169922,0.9296875,0.9770508,0.9350586,1.191895,1.485352,1.481445,0.6000977,-0.2583008,-0.08007813,-0.2607422,-0.4697266,-0.5039063,-0.5551758,-0.5678711,0.08886719,0.3544922,0.4902344,0.4238281,0.7617188,-0.08154297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,ALY,0.3022461,0.3164063,0.3178711,0.3041992,0.315918,0.3139648,0.3129883,0.3222656,0.3217773,0.3154297,0.3251953,0.3139648,0.3120117,0.3105469,0.3173828,0.3217773,0.3139648,0.3242188,0.3227539,0.3173828,0.3261719,0.3261719,0.315918,0.3305664,0.3227539,0.3261719,0.3168945,0.3544922,0.3725586,0.5229492,0.8779297,0.703125,0.3383789,0.4995117,0.640625,0.7006836,1.00293,0.9804688,0.9594727,1.04834,0.8642578,1.155762,1.019043,1.164551,1.184082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,ALZ,0.1396484,0.1357422,0.1499023,0.1420898,0.1362305,0.1547852,0.1445313,0.1381836,0.1479492,0.1333008,0.1396484,0.1391602,0.1416016,0.1333008,0.1420898,0.1289063,0.1513672,0.140625,0.1391602,0.1430664,0.1376953,0.1391602,0.1474609,0.1430664,0.1425781,0.1289063,0.07910156,0.159668,-0.03808594,-0.01611328,0.2421875,0.5063477,0.315918,0.2871094,0.1894531,0.2373047,0.4453125,0.6376953,0.6738281,0.4438477,0.3500977,0.1474609,0.07421875,0.5263672,0.3496094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,ARX,0.9707031,0.965332,0.9599609,0.9726563,0.9633789,0.9619141,0.9682617,0.9672852,0.9643555,0.9692383,0.9692383,0.9628906,0.9658203,0.965332,0.9633789,0.9663086,0.9682617,0.9682617,0.9594727,0.9663086,0.9614258,0.9643555,0.9716797,0.9638672,0.9575195,0.9726563,0.953125,0.9824219,1.013672,0.9785156,0.9267578,0.9174805,0.9174805,0.9560547,0.9492188,0.9619141,0.9775391,0.9741211,0.984375,0.9492188,0.9716797,0.9472656,0.9677734,0.9609375,0.9702148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,ARY,-0.2114258,-0.2226563,-0.2138672,-0.21875,-0.2119141,-0.215332,-0.2167969,-0.2104492,-0.2167969,-0.2080078,-0.2163086,-0.2119141,-0.2192383,-0.2099609,-0.2211914,-0.2158203,-0.2128906,-0.2182617,-0.2216797,-0.2124023,-0.2094727,-0.2148438,-0.2060547,-0.2182617,-0.2128906,-0.2177734,-0.2182617,-0.2285156,-0.2290039,-0.2114258,-0.2446289,-0.2636719,-0.246582,-0.2304688,-0.2226563,-0.2719727,-0.2563477,-0.2788086,-0.265625,-0.2519531,-0.2543945,-0.2548828,-0.2768555,-0.2709961,-0.2832031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,ARZ,0.1005859,0.105957,0.1044922,0.1083984,0.1069336,0.1132813,0.1044922,0.09912109,0.109375,0.1079102,0.09570313,0.1118164,0.1069336,0.109375,0.1132813,0.1118164,0.1118164,0.1137695,0.1020508,0.1079102,0.1044922,0.105957,0.1074219,0.1030273,0.1049805,0.1044922,0.09619141,0.1142578,0.07128906,0.06689453,0.08349609,0.1235352,0.08984375,0.07226563,0.07910156,0.1474609,0.1318359,0.1225586,0.1342773,0.08056641,0.09228516,0.04296875,0.07519531,0.07666016,0.1293945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG0L,-2,-2,-1,-3,0,-2,-2,0,1,-4,2,-1,2,2,-2,0,1,0,-1,0,-1,-3,0,1,-1,-2,-3,-2,-14,14,-3,0,-3,-25,-40,8,3,-13,24,21,3,-14,6,3,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG1L,-1,-1,-1,-3,1,-2,1,0,-2,-1,0,0,1,-3,1,0,-1,0,-1,-2,-3,3,-1,2,-1,-3,-3,0,-12,3,-22,-3,-6,-2,-2,14,16,1,2,2,10,0,-7,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG2L,-1,-2,0,-1,-2,-1,0,0,-2,-1,1,1,0,-2,0,-1,-2,1,0,-1,-2,-2,-1,-2,-1,-2,0,4,15,15,3,-6,-20,-7,-7,9,6,11,-5,-6,-5,1,-5,10,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG3L,-1,-1,1,0,-1,-2,0,2,-1,2,-1,-1,-3,1,-4,0,-1,-1,-4,3,-1,1,1,1,1,-2,2,-2,-29,-17,-25,-20,-80,14,-19,-3,50,-10,-2,-50,12,-2,-3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG4L,0,0,-2,-1,-1,-2,1,-3,1,-1,-2,0,1,4,1,-1,1,1,0,0,-1,-4,0,-1,0,0,4,0,-13,-48,-50,94,46,-10,8,-47,79,-11,-59,8,23,1,-3,9,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG5L,0,0,3,-5,-11,-9,4,-8,3,2,-2,2,-6,2,-6,-1,0,-1,0,-1,-11,-7,1,-4,-4,-8,-1,3,-13,-29,-9,-76,-103,-23,14,3,68,-12,-31,-6,-3,-18,-1,-30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG6L,0,0,0,-2,-3,-5,5,2,3,2,-5,-1,-2,6,-4,1,0,-2,0,0,0,-1,3,-3,-2,-5,-1,-5,5,0,-63,-1,-40,-7,-20,2,7,-2,-10,1,-1,9,3,4,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG7L,-1,-2,0,-4,1,1,1,1,-2,-1,0,1,-3,0,0,-2,0,-2,-2,-2,1,1,0,1,0,-1,-1,-4,-9,28,-21,8,-15,-27,-25,28,-6,4,-12,13,-17,-9,-2,2,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG0R,-1,0,-2,0,-2,-1,-2,-1,-1,-1,-1,-1,0,0,0,-1,-1,-2,0,-2,-1,1,-2,1,0,-1,-1,0,-3,-3,0,-3,0,-3,-2,-1,-4,2,1,-3,8,-9,-8,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action  2,EMG1R,0,-2,1,-2,2,-1,1,0,0,-1,1,-1,-1,0,0,-1,1,-1,0,-2,-2,0,3,1,-1,0,0,1,-2,-1,1,-1,-1,-2,-1,0,0,-1,1,0,-2,-2,-3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
